,0
XOM,120.18889617919922
CVX,150.83447265625
COP,93.37335968017578
BP,34.30549240112305
SHEL,73.1466293334961
TTE,65.21867370605469
EOG,104.66229248046875
SLB,38.32400131225586
HAL,28.35264015197754
